unique_id,ds,y,IR_A,IY_A,IB_A,VRY_kV,VYB_kV,VBR_kV,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
ML_FD04,2026-06-15 00:00:00,1.03,56.7,58.1,56.8,10.7,10.8,10.6,57.20000000000001,1.5734265734265582,10.700000000000001,0.9345794392523497,0.0,1.0,0.0,0.0,0.0,0.0
ML_FD04,2026-06-15 00:03:00,1.06,57.4,57.4,58.2,10.7,10.7,10.6,57.666666666666664,0.9248554913294889,10.666666666666666,0.6249999999999978,0.01308959557134444,0.999914327574007,0.0,3.0,0.0,0.0
ML_FD04,2026-06-15 00:06:00,1.04,57.5,59.5,58.7,10.6,10.7,10.5,58.56666666666666,1.8212862834376715,10.6,0.943396226415091,0.02617694830787315,0.9996573249755573,0.0,6.0,0.0,0.0
ML_FD04,2026-06-15 00:09:00,1.04,57.5,59.5,58.7,10.6,10.7,10.5,58.56666666666666,1.8212862834376715,10.6,0.943396226415091,0.03925981575906861,0.9992290362407229,0.0,9.0,0.0,0.0
ML_FD04,2026-06-15 00:12:00,1.03,56.2,56.4,57.4,10.7,10.8,10.7,56.666666666666664,1.2941176470588251,10.733333333333334,0.621118012422358,0.05233595624294383,0.9986295347545738,0.0,12.0,0.0,0.0
ML_FD04,2026-06-15 00:15:00,1.03,56.2,56.4,57.4,10.7,10.8,10.7,56.666666666666664,1.2941176470588251,10.733333333333334,0.621118012422358,0.06540312923014306,0.9978589232386035,0.0,15.0,0.0,0.0
ML_FD04,2026-06-15 00:18:00,1.02,55.0,56.1,57.2,10.7,10.7,10.6,56.1,1.9607843137254928,10.666666666666666,0.6249999999999978,0.07845909572784494,0.996917333733128,0.0,18.0,0.0,0.0
ML_FD04,2026-06-15 00:21:00,1.02,54.7,55.8,56.8,10.7,10.8,10.7,55.76666666666667,1.9127316198445963,10.733333333333334,0.621118012422358,0.09150161866340237,0.9958049275746618,0.0,21.0,0.0,0.0
ML_FD04,2026-06-15 00:24:00,0.999,54.7,55.8,56.8,10.7,10.8,10.7,55.76666666666667,1.9127316198445963,10.733333333333334,0.621118012422358,0.10452846326765346,0.9945218953682733,0.0,24.0,0.0,0.0
ML_FD04,2026-06-15 00:27:00,0.997,53.5,54.6,55.2,10.7,10.8,10.7,54.43333333333334,1.7146356399265223,10.733333333333334,0.621118012422358,0.11753739745783764,0.9930684569549263,0.0,27.0,0.0,0.0
