unique_id,ds,y,IR,IY,IB,VRY,VYB,VBR,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
NHITS_11KV_LUMAX,2026-05-11 12:09:00,1.32,73.4,74.6,71.9,11.0,11.0,11.0,73.3,1.909959072305582,11.0,0.0,-0.03925981575906826,-0.9992290362407229,12.0,9.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:12:00,1.38,73.4,74.6,71.9,11.0,11.0,11.0,73.3,1.909959072305582,11.0,0.0,-0.052335956242943564,-0.9986295347545738,12.0,12.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:15:00,1.32,72.7,74.3,72.0,11.0,11.0,11.0,73.0,1.7808219178082152,11.0,0.0,-0.06540312923014287,-0.9978589232386035,12.0,15.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:18:00,1.44,72.7,74.3,72.0,11.0,11.0,11.0,73.0,1.7808219178082152,11.0,0.0,-0.07845909572784526,-0.996917333733128,12.0,18.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:21:00,1.34,71.76666666666667,73.85,71.46,11.0,11.0,11.0,72.35888888888888,2.060715876111357,11.0,0.0,-0.0915016186634019,-0.9958049275746618,12.0,21.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:24:00,1.37,70.83333333333334,73.39999999999999,70.92,11.0,11.0,11.0,71.71777777777778,2.3456139807269034,11.0,0.0,-0.1045284632676535,-0.9945218953682733,12.0,24.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:27:00,1.36,69.9,72.95,70.38,11.0,11.0,11.0,71.07666666666667,2.635651643764951,11.0,0.0,-0.1175373974578373,-0.9930684569549263,12.0,27.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:30:00,1.38,71.8,72.5,69.84,11.1,11.0,11.0,71.38000000000001,2.157467077612785,11.033333333333333,0.6042296072507531,-0.13052619222005177,-0.9914448613738104,12.0,30.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:33:00,1.29,71.8,72.5,69.3,11.1,11.1,11.1,71.2,2.6685393258427044,11.1,0.0,-0.14349262199117954,-0.9896513868196701,12.0,33.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:36:00,1.43,75.8,76.1,73.5,11.1,11.1,11.1,75.13333333333333,2.173913043478251,11.1,0.0,-0.15643446504023073,-0.9876883405951378,12.0,36.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:39:00,1.34,75.8,76.1,73.5,11.1,11.1,11.1,75.13333333333333,2.173913043478251,11.1,0.0,-0.16934950384902456,-0.9855560590580777,12.0,39.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:42:00,1.49,73.8,74.3,72.2,11.1,11.1,11.1,73.43333333333334,1.6795279164775319,11.1,0.0,-0.18223552549214747,-0.9832549075639546,12.0,42.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:45:00,1.4,73.8,74.3,72.2,11.1,11.1,11.1,73.43333333333334,1.6795279164775319,11.1,0.0,-0.19509032201612836,-0.9807852804032304,12.0,45.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:48:00,1.41,73.8,74.3,72.2,11.1,11.0,11.0,73.43333333333334,1.6795279164775319,11.033333333333333,0.6042296072507531,-0.20791169081775907,-0.9781476007338057,12.0,48.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:51:00,1.37,73.8,74.3,72.2,11.1,11.0,11.0,73.43333333333334,1.6795279164775319,11.033333333333333,0.6042296072507531,-0.22069743502150088,-0.9753423205085128,12.0,51.0,0.0,0.0
NHITS_11KV_LUMAX,2026-05-11 12:54:00,1.43,71.1,70.9,69.7,10.8,10.8,10.8,70.56666666666666,1.2281530467642798,10.800000000000002,1.644774851296528e-14,-0.23344536385590528,-0.9723699203976767,12.0,54.0,0.0,0.0
