unique_id,ds,y,IR_A,IY_A,IB_A,VRY_kV,VYB_kV,VBR_kV,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
EP_FD03,2026-06-15 00:33:00,0.4345,21.59,20.5,21.38,11.111,10.961,10.963,21.156666666666666,3.1038285804316983,11.011666666666668,0.9020735583471967,0.14349262199117932,0.9896513868196702,0.0,33.0,0.0,0.0
EP_FD03,2026-06-15 00:36:00,0.5509,23.86,22.87,23.91,11.082,11.004,11.023,23.546666666666667,2.8737259343148325,11.036333333333332,0.41378477151230053,0.15643446504023087,0.9876883405951378,0.0,36.0,0.0,0.0
EP_FD03,2026-06-15 00:39:00,0.4167,23.27,22.41,21.52,11.114,10.992,11.075,22.400000000000002,3.9285714285714395,11.060333333333332,0.6178234531810215,0.1693495038490246,0.9855560590580777,0.0,39.0,0.0,0.0
EP_FD03,2026-06-15 00:42:00,0.4673,22.07,22.16,22.08,11.108,11.032,10.977,22.103333333333335,0.25637158799576926,11.039000000000001,0.625056617447224,0.18223552549214744,0.9832549075639546,0.0,42.0,0.0,0.0
EP_FD03,2026-06-15 00:45:00,0.4652,23.33,20.81,22.8,11.148,11.01,10.991,22.313333333333333,6.737376755303258,11.049666666666667,0.8899212645931948,0.19509032201612825,0.9807852804032304,0.0,45.0,0.0,0.0
EP_FD03,2026-06-15 00:48:00,0.3633,24.1,21.34,21.59,11.104,11.005,10.994,22.343333333333334,7.862151275548267,11.034333333333334,0.6313627163701002,0.20791169081775931,0.9781476007338057,0.0,48.0,0.0,0.0
EP_FD03,2026-06-15 00:51:00,0.4878,23.09,20.54,24.53,11.082,10.967,11.084,22.72,9.59507042253521,11.044333333333332,0.7002082515920556,0.22069743502150108,0.9753423205085127,0.0,51.0,0.0,0.0
EP_FD03,2026-06-15 00:54:00,0.542,29.72,28.27,30.75,11.054,11.068,11.065,29.58,4.428668018931707,11.062333333333333,0.07533070178081351,0.2334453638559054,0.9723699203976766,0.0,54.0,0.0,0.0
EP_FD03,2026-06-15 00:57:00,0.5968,29.98,24.494999999999997,30.47,11.097,11.01,11.008,28.314999999999998,13.491082465124494,11.038333333333332,0.5314812018722692,0.24615329302899303,0.9692309097067544,0.0,57.0,0.0,0.0
EP_FD03,2026-06-15 01:00:00,0.4204,21.9,20.72,23.17,11.152,10.992,10.941,21.929999999999996,5.654354765161905,11.028333333333334,1.121354087955252,0.25881904510252074,0.9659258262890683,1.0,0.0,0.0,0.0
