unique_id,ds,y,ir,iy,ib,vry,vyb,vbr,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
ML_FD02,2026-05-27 06:18:00,1.76,90.7,99.3,97.6,10.8,10.8,10.8,95.86666666666667,5.389429763560506,10.800000000000002,1.644774851296528e-14,0.996917333733128,-0.07845909572784487,6.0,18.0,2.0,0.0
ML_FD02,2026-05-27 06:21:00,1.66,94.0,92.0,88.7,10.8,10.7,10.7,91.56666666666666,3.1306880232981364,10.733333333333334,0.621118012422358,0.9958049275746618,-0.0915016186634024,6.0,21.0,2.0,0.0
ML_FD02,2026-05-27 06:24:00,1.56,88.5,77.3,88.7,10.8,10.8,10.8,84.83333333333333,8.880157170923377,10.800000000000002,1.644774851296528e-14,0.9945218953682734,-0.10452846326765333,6.0,24.0,2.0,0.0
ML_FD02,2026-05-27 06:27:00,1.67,94.2,100.3,101.1,10.9,10.8,10.9,98.53333333333335,4.397834912043311,10.866666666666667,0.6134969325153352,0.9930684569549263,-0.11753739745783758,6.0,27.0,2.0,0.0
ML_FD02,2026-05-27 06:30:00,1.65,78.0,93.9,91.9,10.6,10.7,10.8,87.93333333333334,11.296436694465507,10.699999999999998,0.9345794392523665,0.9914448613738105,-0.13052619222005138,6.0,30.0,2.0,0.0
ML_FD02,2026-05-27 06:33:00,1.83,102.2,105.9,109.1,10.8,10.6,10.9,105.73333333333335,3.34174022698614,10.766666666666666,1.5479876160990658,0.9896513868196702,-0.14349262199117915,6.0,33.0,2.0,0.0
ML_FD02,2026-05-27 06:36:00,1.7,100.6,100.7,95.0,11.0,10.7,11.0,98.76666666666667,3.81370232872089,10.9,1.8348623853211106,0.9876883405951378,-0.1564344650402306,6.0,36.0,2.0,0.0
ML_FD02,2026-05-27 06:39:00,1.81,91.9,85.1,91.5,10.7,10.8,10.7,89.5,4.916201117318442,10.733333333333334,0.621118012422358,0.9855560590580777,-0.1693495038490246,6.0,39.0,2.0,0.0
ML_FD02,2026-05-27 06:42:00,1.71,94.1,97.4,94.9,10.8,10.9,10.7,95.46666666666665,2.0251396648044886,10.800000000000002,0.9259259259259554,0.9832549075639546,-0.18223552549214753,6.0,42.0,2.0,0.0
ML_FD02,2026-05-27 06:45:00,1.77,95.2,93.4,99.9,10.7,10.8,10.9,96.16666666666667,3.882149046793762,10.799999999999999,0.9259259259259391,0.9807852804032304,-0.1950903220161282,6.0,45.0,2.0,0.0
ML_FD02,2026-05-27 06:48:00,1.83,96.9,90.3,98.1,10.7,10.7,10.5,95.09999999999998,5.0473186119873645,10.633333333333333,1.2539184952978013,0.9781476007338057,-0.20791169081775912,6.0,48.0,2.0,0.0
ML_FD02,2026-05-27 06:51:00,1.65,80.4,95.1,84.2,10.9,10.7,10.8,86.56666666666666,9.857527916827106,10.800000000000002,0.9259259259259554,0.9753423205085128,-0.22069743502150097,6.0,51.0,2.0,0.0
ML_FD02,2026-05-27 06:54:00,1.6,85.9,91.4,85.4,10.8,10.9,10.8,87.56666666666668,4.377617053673386,10.833333333333334,0.6153846153846132,0.9723699203976766,-0.23344536385590556,6.0,54.0,2.0,0.0
ML_FD02,2026-05-27 06:57:00,1.53,79.4,72.2,82.5,10.8,10.8,10.7,78.03333333333335,7.475437847073911,10.766666666666666,0.6191950464396263,0.9692309097067544,-0.24615329302899305,6.0,57.0,2.0,0.0
ML_FD02,2026-05-27 07:00:00,1.38,80.6,83.8,87.3,10.8,11.1,11.0,83.89999999999999,4.052443384982129,10.966666666666667,1.5197568389057696,0.9659258262890683,-0.25881904510252085,7.0,0.0,2.0,0.0
ML_FD02,2026-05-27 07:03:00,1.5,87.6,88.3,94.2,10.7,10.7,10.6,90.03333333333332,4.627915586819718,10.666666666666666,0.6249999999999978,0.9624552364536473,-0.2714404498650742,7.0,3.0,2.0,0.0
ML_FD02,2026-05-27 07:06:00,1.5,85.1,81.5,84.1,10.8,10.6,10.9,83.56666666666666,2.473075388911045,10.766666666666666,1.5479876160990658,0.958819734868193,-0.28401534470392265,7.0,6.0,2.0,0.0
ML_FD02,2026-05-27 07:09:00,1.51,94.4,84.5,95.3,10.8,10.9,10.6,91.39999999999999,7.549234135667387,10.766666666666667,1.5479876160990822,0.9550199444571866,-0.2965415749755708,7.0,9.0,2.0,0.0
ML_FD02,2026-05-27 07:12:00,1.56,88.1,94.0,88.6,10.8,10.8,10.8,90.23333333333333,4.1743627632065,10.800000000000002,1.644774851296528e-14,0.9510565162951536,-0.30901699437494734,7.0,12.0,2.0,0.0
ML_FD02,2026-05-27 07:15:00,1.4,81.5,90.5,74.7,10.8,10.9,10.6,82.23333333333333,10.05269558167815,10.766666666666667,1.5479876160990822,0.9469301294951057,-0.32143946530316136,7.0,15.0,2.0,0.0
ML_FD02,2026-05-27 07:18:00,1.56,88.0,91.3,98.3,10.8,10.9,10.9,92.53333333333335,6.2319884726224615,10.866666666666667,0.6134969325153352,0.9426414910921784,-0.3338068592337708,7.0,18.0,2.0,0.0
ML_FD02,2026-05-27 07:21:00,1.52,71.3,88.4,84.8,11.0,10.9,10.9,81.5,12.515337423312886,10.933333333333332,0.6097560975609898,0.9381913359224843,-0.3461170570774927,7.0,21.0,2.0,0.0
ML_FD02,2026-05-27 07:24:00,1.56,93.2,90.8,94.4,10.8,10.9,10.7,92.8,2.1551724137931036,10.800000000000002,0.9259259259259554,0.9335804264972017,-0.35836794954530027,7.0,24.0,2.0,0.0
ML_FD02,2026-05-27 07:27:00,1.59,98.1,89.7,95.3,10.6,10.8,10.8,94.36666666666667,4.945249028611802,10.733333333333334,1.2422360248447326,0.9288095528719242,-0.3705574375098363,7.0,27.0,2.0,0.0
ML_FD02,2026-05-27 07:30:00,1.67,96.2,85.8,96.1,10.8,10.6,10.6,92.7,7.443365695792886,10.666666666666666,1.2500000000000122,0.9238795325112867,-0.3826834323650897,7.0,30.0,2.0,0.0
ML_FD02,2026-05-27 07:33:00,1.6,93.4,95.0,91.6,10.8,10.8,10.7,93.33333333333333,1.8571428571428583,10.766666666666666,0.6191950464396263,0.9187912101488984,-0.39474385638426707,7.0,33.0,2.0,0.0
ML_FD02,2026-05-27 07:36:00,1.4,79.8,72.4,77.0,10.8,10.9,10.8,76.39999999999999,5.23560209424082,10.833333333333334,0.6153846153846132,0.913545457642601,-0.40673664307580004,7.0,36.0,2.0,0.0
ML_FD02,2026-05-27 07:39:00,1.46,96.7,96.2,84.3,10.7,11.1,10.9,92.39999999999999,8.76623376623376,10.899999999999999,1.834862385321111,0.9081431738250813,-0.41865973753742824,7.0,39.0,2.0,0.0
ML_FD02,2026-05-27 07:42:00,1.51,89.8,82.9,84.2,10.7,11.0,10.8,85.63333333333333,4.865706500583891,10.833333333333334,1.538461538461533,0.9025852843498605,-0.43051109680829536,7.0,42.0,2.0,0.0
ML_FD02,2026-05-27 07:45:00,1.44,81.3,80.4,77.0,10.8,10.8,10.5,79.56666666666666,3.2258064516128986,10.700000000000001,1.8691588785046827,0.8968727415326884,-0.44228869021900113,7.0,45.0,2.0,0.0
ML_FD02,2026-05-27 07:48:00,1.49,80.3,82.0,91.9,10.7,10.6,10.7,84.73333333333333,8.457907159716765,10.666666666666666,0.6249999999999978,0.8910065241883679,-0.4539904997395467,7.0,48.0,2.0,0.0
ML_FD02,2026-05-27 07:51:00,1.48,95.8,83.3,79.0,10.6,10.8,10.8,86.03333333333335,11.352189074002306,10.733333333333334,1.2422360248447326,0.8849876374630419,-0.4656145203251114,7.0,51.0,2.0,0.0
ML_FD02,2026-05-27 07:54:00,1.4,83.5,97.6,73.2,10.7,10.8,10.7,84.76666666666667,15.139598898938257,10.733333333333334,0.621118012422358,0.8788171126619654,-0.47715876025960846,7.0,54.0,2.0,0.0
ML_FD02,2026-05-27 07:57:00,1.51,74.8,90.4,83.1,10.7,10.7,11.0,82.76666666666667,9.625453080950466,10.799999999999999,1.8518518518518619,0.8724960070727973,-0.4886212414969547,7.0,57.0,2.0,0.0
ML_FD02,2026-05-27 08:00:00,1.52,92.9,78.5,74.5,10.9,11.0,11.1,81.96666666666667,13.338755591703949,11.0,0.9090909090909058,0.8660254037844387,-0.4999999999999998,8.0,0.0,2.0,0.0
ML_FD02,2026-05-27 08:03:00,1.51,76.0,92.9,84.0,10.6,10.7,10.7,84.3,10.201660735468575,10.666666666666666,0.6249999999999978,0.8594064115014525,-0.5112930860770524,8.0,3.0,2.0,0.0
ML_FD02,2026-05-27 08:06:00,1.51,87.4,76.3,89.5,10.8,10.9,10.7,84.39999999999999,9.597156398104259,10.800000000000002,0.9259259259259554,0.8526401643540923,-0.5224985647159488,8.0,6.0,2.0,0.0
ML_FD02,2026-05-27 08:09:00,1.63,93.6,85.0,94.6,10.8,10.8,10.8,91.06666666666666,6.661786237188869,10.800000000000002,1.644774851296528e-14,0.8457278217039732,-0.5336145159156115,8.0,9.0,2.0,0.0
ML_FD02,2026-05-27 08:12:00,1.6,79.1,96.9,89.5,10.9,10.9,10.7,88.5,10.621468926553678,10.833333333333334,1.2307692307692428,0.8386705679454243,-0.5446390350150268,8.0,12.0,2.0,0.0
