unique_id,ds,y,IR_A,IY_A,IB_A,VRY_kV,VYB_kV,VBR_kV,avg_current,current_imbalance_pct,avg_voltage,voltage_imbalance_pct,tod_sin,tod_cos,hour,minute,day_of_week,is_weekend
ML_FD05,2026-07-11 15:33:00,0.0,3.01,3.2,2.59,10.901,10.888,10.952,2.9333333333333336,11.704545454545466,10.913666666666666,0.3512415625668184,-0.8012538126910606,-0.5983246005706593,15.0,33.0,5.0,1.0
ML_FD05,2026-07-11 15:36:00,0.0,3.06,3.19,2.56,10.883,10.895,10.863,2.936666666666667,12.826333711691268,10.880333333333333,0.1593088447045115,-0.8090169943749473,-0.5877852522924732,15.0,36.0,5.0,1.0
ML_FD05,2026-07-11 15:39:00,0.0,2.7,3.05,2.19,10.866,10.876,10.782,2.6466666666666665,17.254408060453397,10.841333333333333,0.5472881564383195,-0.8166415551616789,-0.5771451900372337,15.0,39.0,5.0,1.0
ML_FD05,2026-07-11 15:42:00,0.0,2.63,2.98,2.25,10.822,10.892,10.834,2.6199999999999997,14.12213740458014,10.849333333333334,0.39326533120313556,-0.8241261886220157,-0.5664062369248328,15.0,42.0,5.0,1.0
ML_FD05,2026-07-11 15:45:00,0.0,2.24,2.24,1.1,10.822,10.83,10.8,1.86,40.86021505376344,10.817333333333332,0.1602366572167949,-0.8314696123025452,-0.5555702330196022,15.0,45.0,5.0,1.0
ML_FD05,2026-07-11 15:48:00,0.0,2.25,2.18,1.1,10.805499999999999,10.816,10.723,1.843333333333333,40.325497287522595,10.7815,0.5425961137132929,-0.838670567945424,-0.544639035015027,15.0,48.0,5.0,1.0
ML_FD05,2026-07-11 15:51:00,0.0,4.76,4.78,5.17,10.789,10.809,10.696,4.903333333333333,5.438477226376613,10.764666666666665,0.6378893912181706,-0.8457278217039729,-0.5336145159156122,15.0,51.0,5.0,1.0
ML_FD05,2026-07-11 15:54:00,0.0,4.66,4.61,5.15,10.916,10.871,10.799,4.806666666666667,7.14285714285715,10.862,0.5800036825630696,-0.852640164354092,-0.5224985647159494,15.0,54.0,5.0,1.0
ML_FD05,2026-07-11 15:57:00,0.0031333333333333335,4.62,4.71,5.15,10.861,10.991,10.854,4.826666666666667,6.6988950276243076,10.902000000000001,0.8163639699137647,-0.8594064115014524,-0.5112930860770526,15.0,57.0,5.0,1.0
ML_FD05,2026-07-11 16:00:00,0.006266666666666667,3.13,3.44,3.75,10.981,11.091,10.994,3.44,9.011627906976747,11.022,0.6260206859009169,-0.8660254037844384,-0.5000000000000004,16.0,0.0,5.0,1.0
ML_FD05,2026-07-11 16:03:00,0.0094,3.15,3.47,3.75,11.328,11.287,11.181,3.456666666666667,8.871745419479279,11.265333333333333,0.7486093028760804,-0.8724960070727974,-0.4886212414969545,16.0,3.0,5.0,1.0
ML_FD05,2026-07-11 16:06:00,0.0047,4.55,4.48,4.91,11.173,11.217,11.214,4.646666666666667,5.667144906743172,11.201333333333332,0.2529460778478672,-0.8788171126619656,-0.4771587602596079,16.0,6.0,5.0,1.0
ML_FD05,2026-07-11 16:09:00,0.0,4.58,4.55,5.09,11.193,11.296,11.155,4.739999999999999,7.383966244725752,11.214666666666666,0.7252407561526566,-0.8849876374630418,-0.46561452032511164,16.0,9.0,5.0,1.0
ML_FD05,2026-07-11 16:12:00,0.0156,4.54,4.45,4.88,11.167,11.235,11.245,4.623333333333334,5.5515501081470635,11.215666666666666,0.4339168425119543,-0.8910065241883678,-0.4539904997395469,16.0,12.0,5.0,1.0
ML_FD05,2026-07-11 16:15:00,0.0334,4.49,4.33,4.92,11.199,11.341,11.182,4.58,7.423580786026197,11.240666666666668,0.8925923729316019,-0.8968727415326883,-0.44228869021900136,16.0,15.0,5.0,1.0
ML_FD05,2026-07-11 16:18:00,0.0222,4.51,4.4,5.0,11.201,11.268,11.258,4.636666666666667,7.836089144500359,11.242333333333335,0.36765795949833163,-0.9025852843498606,-0.43051109680829514,16.0,18.0,5.0,1.0
ML_FD05,2026-07-11 16:21:00,0.0224,4.47,4.38,5.0,11.217,11.341,11.207,4.616666666666666,8.303249097472934,11.255,0.7641048422923014,-0.9081431738250814,-0.418659737537428,16.0,21.0,5.0,1.0
ML_FD05,2026-07-11 16:24:00,0.0098,4.57,4.42,4.83,11.171,11.12,11.082,4.6066666666666665,4.848046309696099,11.124333333333333,0.4195007940550762,-0.9135454576426005,-0.4067366430758009,16.0,24.0,5.0,1.0
ML_FD05,2026-07-11 16:27:00,0.0212,2.18,2.43,2.88,11.198,11.161,11.091,2.4966666666666666,15.353805073431241,11.15,0.5291479820627897,-0.9187912101488984,-0.39474385638426707,16.0,27.0,5.0,1.0
ML_FD05,2026-07-11 16:30:00,0.0322,2.09,2.49,2.81,11.238,11.263,11.19,2.4633333333333334,15.155615696887693,11.230333333333332,0.3591463595618969,-0.9238795325112865,-0.38268343236509034,16.0,30.0,5.0,1.0
ML_FD05,2026-07-11 16:33:00,0.0274,1.51,1.23,1.91,11.212,11.332,11.196,1.55,23.225806451612893,11.246666666666668,0.7587433313574345,-0.928809552871924,-0.3705574375098367,16.0,33.0,5.0,1.0
ML_FD05,2026-07-11 16:36:00,0.0282,1.52,1.19,1.9,11.248,11.28,11.249,1.5366666666666664,23.64425162689806,11.259,0.18651745270449435,-0.9335804264972019,-0.3583679495452999,16.0,36.0,5.0,1.0
ML_FD05,2026-07-11 16:39:00,0.0554,1.77,2.02,2.72,11.205,11.313,11.176,2.17,25.345622119815683,11.231333333333334,0.7271324271383659,-0.938191335922484,-0.34611705707749335,16.0,39.0,5.0,1.0
ML_FD05,2026-07-11 16:42:00,0.039,1.83,2.06,2.64,11.176,11.263,11.178,2.1766666666666667,21.286370597243494,11.205666666666668,0.5116458934467591,-0.9426414910921783,-0.33380685923377124,16.0,42.0,5.0,1.0
ML_FD05,2026-07-11 16:45:00,0.0529,2.36,2.26,2.67,11.284,11.259,11.272,2.4299999999999997,9.876543209876553,11.271666666666667,0.11237616442406766,-0.9469301294951056,-0.3214394653031618,16.0,45.0,5.0,1.0
ML_FD05,2026-07-11 16:48:00,0.0418,2.2,1.94,2.48,11.167,11.173,11.209,2.206666666666667,12.386706948640466,11.183,0.23249575248144327,-0.9510565162951535,-0.30901699437494756,16.0,48.0,5.0,1.0
ML_FD05,2026-07-11 16:51:00,0.0452,2.16,1.94,2.51,11.081,11.217,11.077,2.203333333333333,13.918305597579426,11.125,0.8269662921348362,-0.9550199444571866,-0.29654157497557104,16.0,51.0,5.0,1.0
ML_FD05,2026-07-11 16:54:00,0.045649999999999996,5.37,4.82,5.38,11.108,11.241,11.045,5.19,7.129094412331408,11.131333333333332,0.9852069233994204,-0.9588197348681928,-0.2840153447039235,16.0,54.0,5.0,1.0
ML_FD05,2026-07-11 16:57:00,0.0461,5.23,4.95,5.39,11.078,11.181,11.178,5.19,4.624277456647403,11.145666666666665,0.6071118820468273,-0.9624552364536471,-0.27144044986507504,16.0,57.0,5.0,1.0
ML_FD05,2026-07-11 17:00:00,0.0289,3.01,3.15,3.41,11.109,11.209,11.028,3.19,6.896551724137938,11.115333333333332,0.8426797816829676,-0.9659258262890683,-0.25881904510252063,17.0,0.0,5.0,1.0
ML_FD05,2026-07-11 17:03:00,0.0469,2.56,2.25,3.07,11.231,11.298,11.198,2.626666666666667,16.87817258883247,11.242333333333335,0.4951522519049908,-0.9692309097067544,-0.24615329302899286,17.0,3.0,5.0,1.0
ML_FD05,2026-07-11 17:06:00,0.0658,2.56,2.24,3.02,11.124,11.167,11.141,2.606666666666667,15.85677749360613,11.144,0.20638908829863323,-0.9723699203976767,-0.23344536385590514,17.0,6.0,5.0,1.0
ML_FD05,2026-07-11 17:09:00,0.0699,2.54,2.88,3.52,11.084,11.053,11.086,2.98,18.120805369127517,11.074333333333334,0.19263763055713898,-0.9753423205085126,-0.22069743502150163,17.0,9.0,5.0,1.0
ML_FD05,2026-07-11 17:12:00,0.07745,2.57,2.91,3.45,11.085,11.067,11.121,2.9766666666666666,15.901455767077277,11.091000000000001,0.2704895861509274,-0.9781476007338056,-0.2079116908177598,17.0,12.0,5.0,1.0
ML_FD05,2026-07-11 17:15:00,0.085,3.48,3.65,3.95,11.096,11.187,11.152,3.6933333333333334,6.949458483754516,11.145000000000001,0.43965903992823024,-0.9807852804032303,-0.19509032201612866,17.0,15.0,5.0,1.0
ML_FD05,2026-07-11 17:18:00,0.0828,3.31,3.58,4.03,11.07,11.298,11.075,3.6400000000000006,10.714285714285705,11.147666666666666,1.3485632269832322,-0.9832549075639545,-0.18223552549214778,17.0,18.0,5.0,1.0
ML_FD05,2026-07-11 17:21:00,0.0823,3.92,4.32,4.95,11.103,11.089,11.116,4.396666666666667,12.585291887793769,11.102666666666666,0.12309355109882557,-0.9855560590580779,-0.16934950384902397,17.0,21.0,5.0,1.0
ML_FD05,2026-07-11 17:24:00,0.0884,4.8,4.77,5.31,11.069,11.121,11.133,4.96,7.056451612903219,11.107666666666667,0.3481079134531641,-0.9876883405951377,-0.15643446504023104,17.0,24.0,5.0,1.0
ML_FD05,2026-07-11 17:27:00,0.0852,4.76,5.05,5.34,11.104,11.124,11.112,5.05,5.742574257425743,11.113333333333335,0.09598080383922157,-0.9896513868196702,-0.1434926219911794,17.0,27.0,5.0,1.0
ML_FD05,2026-07-11 17:30:00,0.0841,4.39,4.35,5.14,11.038,11.104,11.084,4.626666666666666,11.095100864553322,11.075333333333333,0.3370854150364122,-0.9914448613738104,-0.13052619222005163,17.0,30.0,5.0,1.0
