Region,Zone,Feeder_Code,Substation_Code,Substation,Feeder,Time,IR,IY,IB,VRY,VYB,VBR,Active Load
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:06:00,74.9,82.7,79.7,10.9,10.9,10.8,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:09:00,81.9,88.2,85.6,10.9,10.9,10.8,1.61
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:12:00,81.9,88.2,85.6,10.9,10.9,10.9,1.65
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:15:00,78.5,84,81.5,10.9,10.9,10.9,1.5
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:18:00,78.5,84,81.5,10.9,10.9,10.9,1.57
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:21:00,74,79.9,77.3,10.9,10.9,10.9,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:24:00,75.1,81.1,77.6,10.9,10.9,10.9,1.47
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:27:00,75.1,81.1,77.6,10.8,10.8,10.8,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:30:00,77.5,84.1,80.1,10.8,10.9,10.8,1.5
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:33:00,77.5,84.1,80.1,10.9,10.9,10.8,1.4
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:36:00,83.4,88.9,85.7,10.8,10.8,10.8,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:39:00,73.5,79.2,77.2,10.9,10.9,10.8,1.34
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:42:00,73.5,79.2,77.2,10.9,10.9,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:45:00,69.4,74.5,72.2,10.9,10.9,10.9,1.39
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:48:00,69.4,74.5,72.2,10.9,10.9,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:51:00,74.1,79.3,76.9,10.9,10.9,10.9,1.43
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:54:00,76.1,83.5,80.1,10.9,10.9,10.9,1.58
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 01:57:00,76.1,83.5,80.1,10.9,10.9,10.9,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:00:00,75.2,81.5,78.3,10.9,10.9,10.9,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:03:00,75.2,81.5,78.3,10.9,10.9,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:06:00,86.3,92.7,91.2,10.9,11,10.9,1.43
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:09:00,70.4,76.2,73.5,10.9,10.9,10.9,1.37
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:12:00,70.4,76.2,73.5,10.9,10.9,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:15:00,76.7,83.4,80.1,10.9,10.9,10.9,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:18:00,76.7,83.4,80.1,10.9,10.9,10.9,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:21:00,74.1,80.5,76.9,10.9,10.9,10.9,1.56
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:24:00,75.7,81.6,79.4,10.9,11,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:27:00,75.7,81.6,79.4,11,11,10.9,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:30:00,75.5,82,78.7,11,11,11,1.5
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:33:00,75.5,82,78.7,11,10.9,11,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:36:00,77.4,82.9,80.3,10.9,10.9,10.9,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:39:00,71.1,76.8,74.5,11,11,10.9,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:42:00,71.1,76.8,74.5,11,10.9,10.9,1.42
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:45:00,79.9,81,80.1,11,11,10.9,1.4
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:48:00,79.9,81,80.1,11,11,10.9,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:51:00,85.7,86.5,86.6,11,11,10.9,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:54:00,78.2,79.8,78.3,11,11,11,1.55
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 02:57:00,78.2,79.8,78.3,11,11,11,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:00:00,85.3,87.1,86.3,11,11,11,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:03:00,85.3,87.1,86.3,11,11,11,1.5
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:06:00,80,83.8,82.5,11,11,11,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:09:00,79,79.9,79.1,11,11,11,1.42
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:12:00,79,79.9,79.1,11,11,11,1.43
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:15:00,73.8,75.1,74.8,11,11,11,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:18:00,73.8,75.1,74.8,11,11,11,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:21:00,79.4,81.5,81,11,11,11,1.55
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:24:00,84.4,86.3,84.7,11,11,11,1.61
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:27:00,84.4,86.3,84.7,11,11,11,1.49
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:30:00,79,78.5,78,11,11,11,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:33:00,79,78.5,78,11,11,11,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:36:00,73.6,75.8,75.3,11,11,11,1.5
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:39:00,72.8,76,74.8,11,11,11,1.42
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:42:00,72.8,76,74.8,11,11,11,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:45:00,82.1,85.5,83.8,11,11,11,1.47
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:48:00,82.1,85.5,83.8,11,11,11,1.62
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:51:00,79.5,81.3,79.4,11,11,11,1.47
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:54:00,77.1,78.8,77.8,11.1,11.1,11,1.61
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 03:57:00,77.1,78.8,77.8,11,11,11,1.64
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:00:00,83.8,86.4,86.5,11.1,11.1,11,1.58
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:03:00,83.8,86.4,86.5,11,11,11,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:06:00,77.3,79.5,78.4,11,11,11,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:09:00,83.6,84.8,84.5,11,11,11,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:12:00,83.6,84.8,84.5,11,11,11,1.58
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:15:00,77.7,80,78.4,11,11,11,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:18:00,77.7,80,78.4,11,11,11,1.48
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:21:00,78.7,79.5,80.1,11,11,11,1.47
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:24:00,75.9,77.7,76.3,11,11,11,1.4
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:27:00,75.9,77.7,76.3,11.1,11.1,11.1,1.45
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:30:00,77,81,79.2,11,11,11,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:33:00,77,81,79.2,11,11,11,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:36:00,71.4,75.3,74.1,11,11,11,1.49
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:39:00,73,74.7,74.8,11,11,11,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:42:00,73,74.7,74.8,11,11,11,1.4
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:45:00,77.1,80,79.5,11,11,11,1.42
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:48:00,77.1,80,79.5,11,11,11,1.49
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:51:00,77.7,80.1,78.9,11,11,11,1.74
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:54:00,89.6,92.5,91.5,11,11,11,1.78
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 04:57:00,89.6,92.5,91.5,11,11,10.9,1.96
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:00:00,93.6,96.5,94.4,11,11,11,1.74
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:03:00,104,107,94.4,11,11,11,1.9
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:06:00,100,103,105,11,11,11,2.05
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:09:00,105,109,111,11,11,11,2.03
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:12:00,105,109,117,11,11,10.9,2.1
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:15:00,108,109,110,10.9,11,10.9,2.01
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:18:00,108,109,110,11,11,11,2.1
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:21:00,103,103,105,10.9,11,10.9,1.88
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:24:00,97.2,97.8,100,10.9,11,10.9,1.97
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:27:00,97.2,97.8,100,10.9,11,10.9,1.75
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:30:00,93.8,93.1,94.8,11,11,11,1.83
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:33:00,93.8,93.1,90.1,10.9,11,10.9,1.79
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:36:00,90.9,92.5,93.2,10.9,11,10.9,1.83
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:39:00,87.2,88.6,88.5,10.9,11,10.9,1.74
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:42:00,87.2,88.6,88.5,10.9,10.9,10.9,1.84
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:45:00,89.4,90.3,90.5,10.9,10.9,10.9,1.66
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:48:00,89.4,80.3,90.5,10.9,10.9,10.9,1.64
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:51:00,89,94.5,94.3,10.9,10.9,10.8,1.72
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:54:00,89,94.5,94.3,10.9,10.9,10.9,1.69
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 05:57:00,89,94.5,94.3,10.9,10.9,10.8,1.6
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:00:00,87.7,89.7,90,10.9,10.9,10.9,1.73
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:03:00,78.3,89.7,90,10.9,11,10.9,1.64
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:06:00,92.1,90.7,92.9,10.9,11,10.9,1.65
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:09:00,90.2,91.3,92.6,10.9,10.9,10.9,1.69
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:12:00,90.2,91.3,92.6,10.9,10.9,10.9,1.57
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:15:00,92.8,93.3,93.5,10.8,10.9,10.8,1.61
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:18:00,92.8,93.3,93.5,10.8,10.8,10.8,1.75
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:21:00,84.6,88,87.9,10.8,10.9,10.8,1.7
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:24:00,84.6,87.4,89,10.8,10.8,10.7,1.62
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:27:00,84.6,87.4,89,10.8,10.8,10.7,1.65
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:30:00,88.2,89.5,91.6,10.8,10.8,10.8,1.66
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:33:00,88.2,89.5,91.6,10.8,10.8,10.8,1.62
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:36:00,89.2,89.8,90.8,10.8,10.8,10.8,1.63
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:39:00,90.1,91.6,92.8,10.8,10.8,10.8,1.68
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:42:00,90.1,91.6,92.8,10.8,10.8,10.8,1.66
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:45:00,87.4,86.9,89.7,10.8,10.8,10.8,1.65
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:48:00,87.4,86.9,89.7,10.8,10.8,10.8,1.75
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:51:00,86.6,86.6,88.6,10.8,10.8,10.8,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:54:00,84.3,84.8,84.4,10.8,10.8,10.7,1.67
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 06:57:00,83.3,83.6,84.1,10.8,10.8,10.8,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:00:00,88.9,89.3,89.8,10.7,10.8,10.7,1.52
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:03:00,88.9,89.3,89.8,10.7,10.8,10.7,1.56
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:06:00,80.1,79.7,81.7,10.7,10.7,10.7,1.56
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:09:00,80.7,81.1,81.9,10.7,10.7,10.7,1.57
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:12:00,80.7,81.1,81.9,10.6,10.7,10.7,1.64
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:15:00,85.6,86.6,87.5,10.7,10.7,10.7,1.58
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:18:00,85.6,86.6,87.5,10.6,10.6,10.6,1.6
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:21:00,78,81.6,82.8,10.6,10.7,10.6,1.48
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:24:00,78,81.6,82.8,10.7,10.7,10.7,1.61
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:27:00,86.2,89.1,88.1,10.6,10.7,10.6,1.37
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:30:00,74.2,77.9,77,10.6,10.7,10.6,1.58
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:33:00,74.2,77.9,77,10.6,10.7,10.6,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:36:00,73,74.8,75.1,10.6,10.6,10.6,1.42
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:39:00,73,74.8,75.1,10.7,10.8,10.7,1.55
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:42:00,82.6,82.3,84.4,10.7,10.8,10.8,1.55
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:45:00,82.6,82.3,84.4,10.7,10.8,10.8,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:48:00,82.6,82.3,84.4,10.8,10.8,10.8,1.76
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:51:00,86.3,88.4,89.1,10.8,10.8,10.8,1.62
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:54:00,86.3,88.4,89.1,10.8,10.8,10.8,1.69
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 07:57:00,83,81.2,81.1,10.8,10.8,10.8,1.65
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:00:00,94.6,93.4,93.6,10.8,10.8,10.8,1.82
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:03:00,94.6,93.4,93.6,10.7,10.7,10.7,1.79
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:06:00,93.5,92.4,90.8,10.7,10.6,10.6,1.79
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:09:00,105,92.4,90.8,10.6,10.6,10.6,1.75
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:12:00,96.9,93.9,92.1,10.6,10.6,10.6,1.8
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:15:00,102,99.1,100,10.7,10.7,10.7,1.74
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:18:00,102,99.1,100,10.7,10.7,10.7,1.73
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:21:00,101,99.4,100,10.7,10.7,10.7,1.84
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:24:00,101,99.4,100,10.7,10.7,10.7,1.78
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:27:00,95.2,94.2,94,10.7,10.7,10.7,1.38
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:30:00,87.1,85.6,84.4,10.7,10.6,10.6,1.6
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:33:00,87.1,85.6,84.4,10.7,10.6,10.7,1.53
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:36:00,86.6,83.8,84.8,10.7,10.6,10.6,1.46
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:39:00,86.6,83.8,84.8,10.6,10.6,10.6,1.49
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:42:00,88.7,85.7,86.5,10.7,10.7,10.7,1.39
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:45:00,88.7,85.7,86.5,10.7,10.7,10.7,1.56
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:48:00,83.7,81.3,81.6,10.7,10.6,10.6,1.49
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:51:00,80.9,79,77.3,10.7,10.6,10.6,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:54:00,80.9,79,77.3,10.7,10.7,10.7,1.38
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 08:57:00,78.6,75.6,75.5,10.7,10.7,10.7,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:00:00,78.6,75.6,75.5,10.7,10.6,10.6,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:03:00,81.1,78.1,78.9,10.6,10.6,10.6,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:06:00,81.1,78.1,78.9,10.5,10.5,10.5,1.39
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:09:00,76.2,73.7,73.9,10.4,10.4,10.4,1.38
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:12:00,77.8,76.3,75.3,10.5,10.4,10.4,1.38
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:15:00,77.8,76.3,75.3,10.5,10.4,10.4,1.44
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:18:00,74.8,74.6,73.2,10.5,10.5,10.5,1.4
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:21:00,74.8,74.6,73.2,10.5,10.5,10.5,1.54
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:24:00,78.1,75.7,76,10.5,10.5,10.5,1.33
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:27:00,78.1,75.7,76,10.5,10.5,10.5,1.31
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:30:00,77.4,75.8,76.1,10.5,10.4,10.4,1.33
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:33:00,77.4,75.8,76.1,10.5,10.4,10.4,1.33
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:36:00,77.4,75.8,76.1,10.5,10.4,10.4,1.41
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:39:00,77.4,75.8,64.5,10.5,10.4,10.4,1.43
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:42:00,77.4,75.8,64.5,10.5,10.5,10.5,1.33
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:45:00,73.7,73.1,71.5,10.5,10.4,10.4,1.36
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:48:00,73.7,73.1,71.5,10.5,10.4,10.4,1.55
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:51:00,86.6,86.7,84.6,10.8,10.8,10.8,1.51
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:54:00,86.6,86.7,90.1,10.8,10.8,10.8,1.43
PUNE,PUNE,EP_FD01,SB01,EMBASSY PARK,11KV LUMAX,2026-11-05 09:57:00,86.6,86.7,90.1,10.8,10.8,10.8,1.5
